name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member,parent_key
twila,10,1,21,uuid:803eb385-415b-454d-b048-a0b5acd73a3c
lucian,1,0,50,uuid:831ea1c8-0fe5-4a26-92ff-c85d69fb5a02
philip,3,0,13,uuid:831ea1c8-0fe5-4a26-92ff-c85d69fb5a02
uriel,3,0,2,uuid:831ea1c8-0fe5-4a26-92ff-c85d69fb5a02
chantal,2,1,43,uuid:831ea1c8-0fe5-4a26-92ff-c85d69fb5a02
patience,3,1,9,uuid:831ea1c8-0fe5-4a26-92ff-c85d69fb5a02
vince,3,0,2,uuid:838077e5-2d68-4867-8ae8-e7713155a21c
hepzibah,1,1,25,uuid:838077e5-2d68-4867-8ae8-e7713155a21c
basile,5,0,6,uuid:842e8a2d-814c-488d-bfb2-37601dc83adf
cree,5,0,2,uuid:842e8a2d-814c-488d-bfb2-37601dc83adf
vita,1,1,63,uuid:842e8a2d-814c-488d-bfb2-37601dc83adf
gervais,5,0,6,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
harding,5,0,4,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
joby,5,0,2,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
rachyl,1,1,59,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
liza,3,1,27,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
babirye,3,1,15,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
estelle,3,1,12,uuid:851259cb-5a83-4e6e-89e3-d61f5df64c76
noah (1),1,0,50,uuid:8522daea-572c-4353-8d1a-5c11b9954fbe
noel,3,0,8,uuid:8522daea-572c-4353-8d1a-5c11b9954fbe
pearce,3,0,1,uuid:8522daea-572c-4353-8d1a-5c11b9954fbe
jada,2,1,29,uuid:8522daea-572c-4353-8d1a-5c11b9954fbe
dionne,3,1,6,uuid:8522daea-572c-4353-8d1a-5c11b9954fbe
paula,1,1,72,uuid:8578dc85-5caf-43ff-918b-e96f623205ea
peg,3,1,34,uuid:8578dc85-5caf-43ff-918b-e96f623205ea
chonsie,5,1,8,uuid:8578dc85-5caf-43ff-918b-e96f623205ea
peace,5,1,3,uuid:8578dc85-5caf-43ff-918b-e96f623205ea
russell,3,0,25,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
sebastian,5,0,7,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
william,5,0,3,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
janis (2),1,1,54,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
morgaine,3,1,34,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
edwina,3,1,18,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
leia,3,1,14,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
gaila,5,1,9,uuid:862b1877-ff0a-4355-badf-3498b6c4e800
woodrow,3,0,10,uuid:86873adf-d1af-4245-acb3-c5fbc1158ad3
laurette,1,1,31,uuid:86873adf-d1af-4245-acb3-c5fbc1158ad3
abigayle,3,1,4,uuid:86873adf-d1af-4245-acb3-c5fbc1158ad3
angelina,3,1,1,uuid:86873adf-d1af-4245-acb3-c5fbc1158ad3
eliezer,1,0,37,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
enosh,3,0,13,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
f_lix,3,0,12,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
christabel,2,1,40,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
lissa,3,1,9,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
dulcie,3,1,2,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
ebba,3,1,2,uuid:8706a246-c21a-4192-ad94-c5c39ca29e95
grier,1,0,33,uuid:874f9a9e-8655-48cf-a10b-4b1e6d20293d
rosette,2,1,28,uuid:874f9a9e-8655-48cf-a10b-4b1e6d20293d
suzanna,3,1,2,uuid:874f9a9e-8655-48cf-a10b-4b1e6d20293d
ariana,0,1,7,uuid:874f9a9e-8655-48cf-a10b-4b1e6d20293d
hardy,1,0,36,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
jacques,3,0,9,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
jairus,3,0,6,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
johnie,3,0,4,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
harmony,2,1,29,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
lynette,3,1,2,uuid:889b8b78-d96a-4bd6-8d40-2b4c38374097
josiah,2,0,35,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
korbin,3,0,10,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
moss,3,0,11,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
reg,3,0,0,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
carry,1,1,33,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
gethsemane,3,1,7,uuid:8963b6c0-f3c1-4059-95f7-873a8b626874
roydon,3,0,17,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
beelzebub,3,0,9,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
caden,3,0,8,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
ham,3,0,1,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
iantha,1,1,39,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
keely,3,1,14,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
m_lissa,3,1,12,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
stella,3,1,4,uuid:89ac8e74-0c2f-427c-adec-38ea98b68001
jabez,5,0,5,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
konnor,5,0,1,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
leroy,5,0,6,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
wanda,1,1,62,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
petunia,3,1,31,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
debora,5,1,3,uuid:89b73e97-e8f5-4ff8-af5c-b563cb78e9ba
victor,5,0,3,uuid:8adb92db-3448-4471-9279-1234e9838ad2
melicent,1,1,75,uuid:8adb92db-3448-4471-9279-1234e9838ad2
nia (2),3,1,41,uuid:8adb92db-3448-4471-9279-1234e9838ad2
susan,5,1,8,uuid:8adb92db-3448-4471-9279-1234e9838ad2
alain,3,0,1,uuid:8bb6f676-df7f-4cc9-a2c7-ba8e6c3ee762
unice,1,1,31,uuid:8bb6f676-df7f-4cc9-a2c7-ba8e6c3ee762
jonquil,3,1,10,uuid:8bb6f676-df7f-4cc9-a2c7-ba8e6c3ee762
france,1,0,40,uuid:8c52af14-fd29-4eda-9bf0-e89a2f274ce7
harrison,3,0,10,uuid:8c52af14-fd29-4eda-9bf0-e89a2f274ce7
joshawa,3,0,2,uuid:8c52af14-fd29-4eda-9bf0-e89a2f274ce7
chant_,2,1,40,uuid:8c52af14-fd29-4eda-9bf0-e89a2f274ce7
nkosana,2,0,64,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
olukayode,3,0,18,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
phineas,3,0,17,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
quanah,3,0,1,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
r_becca,1,1,45,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
sharalyn,3,1,12,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
erica,3,1,8,uuid:8caab1bb-7505-4d63-872b-edd1781f9ec4
radcliff,3,0,0,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
rainard,2,0,41,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
roscoe,3,0,16,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
sherlock,3,0,14,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
ahab,3,0,12,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
anan (2),3,0,10,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
madoline,5,1,2,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
alexia,1,1,46,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
dorris,3,1,23,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
kathryn,3,1,18,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
juliet,5,1,5,uuid:8d72fafd-077c-40b5-b3e1-90c340f28914
auberon,1,0,51,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
carpus,3,0,21,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
colton,3,0,18,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
elwyn,3,0,9,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
femi,3,0,1,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
adhiambo,2,1,39,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
hortense,3,1,16,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
nita,3,1,12,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
cara,3,1,7,uuid:8e4ca7c6-0597-4fe6-b85e-e4c9b935f445
issachar,1,0,47,uuid:8e9318d7-4070-4841-8c2c-315685517205
obi,3,0,14,uuid:8e9318d7-4070-4841-8c2c-315685517205
samuel,3,0,12,uuid:8e9318d7-4070-4841-8c2c-315685517205
teddy,3,0,0,uuid:8e9318d7-4070-4841-8c2c-315685517205
stacie,2,1,35,uuid:8e9318d7-4070-4841-8c2c-315685517205
caleigh,3,1,13,uuid:8e9318d7-4070-4841-8c2c-315685517205
sophia,3,1,8,uuid:8e9318d7-4070-4841-8c2c-315685517205
tyrell,3,0,30,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
anani,3,0,20,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
asa,13,0,14,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
deemer,5,0,2,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
henriette,1,1,50,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
omolara,3,1,18,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
azubah,13,1,14,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
cyan,5,1,5,uuid:8f315fd7-802a-4231-a11e-9b6202316d1f
doug,3,0,27,uuid:8f3d721e-e635-4a24-97e0-cc355f576940
jeana,1,1,59,uuid:8f3d721e-e635-4a24-97e0-cc355f576940
mindy,3,1,30,uuid:8f3d721e-e635-4a24-97e0-cc355f576940
lizbeth,3,1,25,uuid:8f3d721e-e635-4a24-97e0-cc355f576940
nikole,5,1,2,uuid:8f3d721e-e635-4a24-97e0-cc355f576940
lloyd,5,0,17,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
monty,5,0,7,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
precious,5,0,1,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
pippa,1,1,59,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
dina,3,1,21,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
ginny,5,1,6,uuid:8f858ba5-7a83-4f2d-8899-987728b0b581
abidemi,1,0,58,uuid:8fda6a8d-0389-423b-9467-2700d0d73c1e
alexandre,3,0,18,uuid:8fda6a8d-0389-423b-9467-2700d0d73c1e
bentley,3,0,7,uuid:8fda6a8d-0389-423b-9467-2700d0d73c1e
bill,5,0,3,uuid:8fda6a8d-0389-423b-9467-2700d0d73c1e
scout,3,1,22,uuid:8fda6a8d-0389-423b-9467-2700d0d73c1e
seamour,3,0,13,uuid:90c6de30-6467-4a68-9e9c-4a5f7bf9334b
stuart,3,0,6,uuid:90c6de30-6467-4a68-9e9c-4a5f7bf9334b
arianne,1,1,35,uuid:90c6de30-6467-4a68-9e9c-4a5f7bf9334b
corinna,3,1,8,uuid:90c6de30-6467-4a68-9e9c-4a5f7bf9334b
shanika,3,1,2,uuid:90c6de30-6467-4a68-9e9c-4a5f7bf9334b
tobin,1,0,33,uuid:91a61f01-1896-46c6-8126-f6c9d5444312
ty,3,0,9,uuid:91a61f01-1896-46c6-8126-f6c9d5444312
xerxes,3,0,2,uuid:91a61f01-1896-46c6-8126-f6c9d5444312
qiana,2,1,23,uuid:91a61f01-1896-46c6-8126-f6c9d5444312
edwena,3,1,6,uuid:91a61f01-1896-46c6-8126-f6c9d5444312
cate,1,1,37,uuid:9248e801-f689-463d-9f96-9c77c57f0096
sunshine,3,1,17,uuid:9248e801-f689-463d-9f96-9c77c57f0096
augusta,3,1,12,uuid:9248e801-f689-463d-9f96-9c77c57f0096
candis,3,1,11,uuid:9248e801-f689-463d-9f96-9c77c57f0096
apphia,3,1,3,uuid:9248e801-f689-463d-9f96-9c77c57f0096
davey,1,0,29,uuid:925e4dea-67a6-4b29-bfa4-329695980c16
hugues,3,0,5,uuid:925e4dea-67a6-4b29-bfa4-329695980c16
steve,3,0,1,uuid:925e4dea-67a6-4b29-bfa4-329695980c16
aretha,2,1,30,uuid:925e4dea-67a6-4b29-bfa4-329695980c16
trent,3,0,21,uuid:926183fe-959b-4680-a3be-3547383f1c86
adrien,3,0,14,uuid:926183fe-959b-4680-a3be-3547383f1c86
collin,3,0,11,uuid:926183fe-959b-4680-a3be-3547383f1c86
emery,5,0,2,uuid:926183fe-959b-4680-a3be-3547383f1c86
blondie,1,1,40,uuid:926183fe-959b-4680-a3be-3547383f1c86
ladonna,3,1,23,uuid:926183fe-959b-4680-a3be-3547383f1c86
maxine,3,1,19,uuid:926183fe-959b-4680-a3be-3547383f1c86
cicely,3,1,18,uuid:926183fe-959b-4680-a3be-3547383f1c86
rusty,1,0,88,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
stu,5,0,10,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
benjy,5,0,2,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
bess,2,1,75,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
gilberta,3,1,40,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
gabrielle,3,1,36,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
misty,5,1,3,uuid:938c7334-0ec8-4230-a6f2-ff5cdb407156
berry (1),1,0,78,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
dion,5,0,14,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
jepson,5,0,12,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
jericho,5,0,3,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
ruthie,2,1,68,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
simone (1),3,1,27,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
unity,3,1,24,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
titty,5,1,17,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
yasmina,5,1,8,uuid:93d6c030-b116-46d3-9a5e-61ba3d32e748
don,3,0,10,uuid:9546dbf2-adaa-486c-8452-5a632e115fb3
ehud,3,0,2,uuid:9546dbf2-adaa-486c-8452-5a632e115fb3
willa,1,1,37,uuid:9546dbf2-adaa-486c-8452-5a632e115fb3
andriana,3,1,8,uuid:9546dbf2-adaa-486c-8452-5a632e115fb3
elliot,2,0,57,uuid:95e7aedc-1a5d-452e-8730-2927b88f3653
lucinde,1,1,38,uuid:95e7aedc-1a5d-452e-8730-2927b88f3653
mandy,3,1,8,uuid:95e7aedc-1a5d-452e-8730-2927b88f3653
rena,3,1,1,uuid:95e7aedc-1a5d-452e-8730-2927b88f3653
lennie,3,0,9,uuid:9620f131-bfe1-4979-972e-d306eec76e08
linford,3,0,1,uuid:9620f131-bfe1-4979-972e-d306eec76e08
marianne (2),1,1,32,uuid:9620f131-bfe1-4979-972e-d306eec76e08
odhiambo,1,0,65,uuid:96de091f-8daf-4f56-afb5-eb784d061409
rube,3,0,12,uuid:96de091f-8daf-4f56-afb5-eb784d061409
drusilla,2,1,60,uuid:96de091f-8daf-4f56-afb5-eb784d061409
angelique,3,1,35,uuid:96de091f-8daf-4f56-afb5-eb784d061409
kathi,3,1,32,uuid:96de091f-8daf-4f56-afb5-eb784d061409
meaghan,3,1,27,uuid:96de091f-8daf-4f56-afb5-eb784d061409
silvestra,5,1,16,uuid:96de091f-8daf-4f56-afb5-eb784d061409
madonna,5,1,6,uuid:96de091f-8daf-4f56-afb5-eb784d061409
tina,5,1,1,uuid:96de091f-8daf-4f56-afb5-eb784d061409
washington,3,0,16,uuid:97c3ba14-184d-44d7-9aa1-92d828c2d74d
inès,1,1,45,uuid:97c3ba14-184d-44d7-9aa1-92d828c2d74d
margo,5,1,3,uuid:97c3ba14-184d-44d7-9aa1-92d828c2d74d
darrin,1,0,27,uuid:983077a4-81b5-4356-97eb-42221b4fce23
ed,3,0,1,uuid:983077a4-81b5-4356-97eb-42221b4fce23
traci,2,1,29,uuid:983077a4-81b5-4356-97eb-42221b4fce23
eireann,3,1,1,uuid:983077a4-81b5-4356-97eb-42221b4fce23
edwin,1,0,24,uuid:98328001-f623-4867-b9cc-21d73191a017
faron,3,0,1,uuid:98328001-f623-4867-b9cc-21d73191a017
gaye,2,1,21,uuid:98328001-f623-4867-b9cc-21d73191a017
germain,3,0,18,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
hallam,3,0,7,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
johnathan,3,0,6,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
mason,3,0,5,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
ogden,5,0,4,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
becka,1,1,62,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
delphine,3,1,22,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
emmy,3,1,10,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
julia,5,1,1,uuid:984e4d53-5e02-492c-b806-f6f3a3e7c3e6
stan,1,0,48,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
vernon,3,0,16,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
wystan,3,0,14,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
bertrand,3,0,5,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
eliud,3,0,1,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
bertina,2,1,42,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
lesedi,3,1,11,uuid:98eda6f4-264c-41b8-9be4-df1de9ba5a78
jonah,3,0,8,uuid:9978d020-d0af-4e27-8404-7a353dc8610b
kipling,3,0,6,uuid:9978d020-d0af-4e27-8404-7a353dc8610b
leo,3,0,1,uuid:9978d020-d0af-4e27-8404-7a353dc8610b
joandra,1,1,30,uuid:9978d020-d0af-4e27-8404-7a353dc8610b
reginald,5,0,10,uuid:99d6bbd2-148e-4f76-aec5-bf1b004d48d9
rose,1,1,56,uuid:99d6bbd2-148e-4f76-aec5-bf1b004d48d9
carley,3,1,21,uuid:99d6bbd2-148e-4f76-aec5-bf1b004d48d9
karlene,5,1,1,uuid:99d6bbd2-148e-4f76-aec5-bf1b004d48d9
lenny,3,0,23,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
triston,3,0,13,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
madelaine,1,1,38,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
maegan,3,1,10,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
alisa,3,1,5,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
nelle,3,1,3,uuid:9a9e81d5-6ad7-4082-bb65-54e776cff4a2
adlai,3,0,20,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
aur_lie,1,1,66,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
haydee,3,1,35,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
mehetabel,5,1,10,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
hope,5,1,8,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
peggy,5,1,3,uuid:9b57acc1-d067-46ec-827a-9c5cf28507fb
al,5,0,0,uuid:9b991510-3579-40c9-b386-354720f0d508
frederica,1,1,56,uuid:9b991510-3579-40c9-b386-354720f0d508
georgette,6,1,23,uuid:9b991510-3579-40c9-b386-354720f0d508
tryphosa,6,1,16,uuid:9b991510-3579-40c9-b386-354720f0d508
reena,6,1,14,uuid:9b991510-3579-40c9-b386-354720f0d508
antony,3,0,0,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
azaria,8,0,15,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
tilda,7,1,53,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
abishag,1,1,31,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
savannah,3,1,4,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
virginia,8,1,11,uuid:9bca875f-450d-4c08-af20-360aa5854ec6
kojo,1,0,32,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
ludovic,3,0,12,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
montague,4,0,5,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
peers,3,0,3,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
reynard,3,0,0,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
dollie,2,1,32,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
duana,3,1,8,uuid:9ca8d195-cc42-456d-8049-94fbc497be1f
letitia,1,1,65,uuid:9cad2e16-afe7-4b34-9544-57fff3495d05
charmaine,3,1,28,uuid:9cad2e16-afe7-4b34-9544-57fff3495d05
carmel,5,1,4,uuid:9cad2e16-afe7-4b34-9544-57fff3495d05
rudyard,1,0,40,uuid:9ce185e2-abab-4bc1-b091-23501e2787cf
timmy,3,0,15,uuid:9ce185e2-abab-4bc1-b091-23501e2787cf
tyrrell,3,0,3,uuid:9ce185e2-abab-4bc1-b091-23501e2787cf
agathe,2,1,36,uuid:9ce185e2-abab-4bc1-b091-23501e2787cf
betsy,3,1,12,uuid:9ce185e2-abab-4bc1-b091-23501e2787cf
creighton,3,0,11,uuid:9d9a439f-50f3-4ffc-9d17-8272927922e4
janel,1,1,41,uuid:9d9a439f-50f3-4ffc-9d17-8272927922e4
sherri,3,1,8,uuid:9d9a439f-50f3-4ffc-9d17-8272927922e4
destiny,3,1,3,uuid:9d9a439f-50f3-4ffc-9d17-8272927922e4
dax,1,0,74,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
eliot,3,0,29,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
darleen,2,1,72,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
serrena,3,1,27,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
roxana,3,1,25,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
benoite,5,1,3,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
gwenevere,5,1,3,uuid:9e02f841-ea72-4f6e-b3df-aee88e639a9e
ford,3,0,9,uuid:9f668d17-623f-4fc9-b826-6993a5b73bd6
foster,3,0,3,uuid:9f668d17-623f-4fc9-b826-6993a5b73bd6
haze,1,1,35,uuid:9f668d17-623f-4fc9-b826-6993a5b73bd6
akinyi,3,1,12,uuid:9f668d17-623f-4fc9-b826-6993a5b73bd6
mehitabel,3,1,6,uuid:9f668d17-623f-4fc9-b826-6993a5b73bd6
jean (1),3,0,16,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
norm,3,0,12,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
rhett,3,0,10,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
joceline,1,1,40,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
rosemary,3,1,14,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
brittani,3,1,8,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
makayla,3,1,6,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
d_sir_e,3,1,3,uuid:9fa773b0-0af3-446b-a53e-670a424158b2
virgil,1,0,28,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
alfred,3,0,14,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
bridger,3,0,13,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
chet,3,0,11,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
dennis,3,0,2,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
elly,2,1,35,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
millicent,3,1,5,uuid:a0d79bd6-4a8c-4ca8-9f09-37c6540555b5
manny,1,0,63,uuid:a1650e67-2916-40cb-b954-3e701fdc3713
marvin,5,0,0,uuid:a1650e67-2916-40cb-b954-3e701fdc3713
christobel,3,1,19,uuid:a1650e67-2916-40cb-b954-3e701fdc3713
cl_mence,3,1,21,uuid:a1650e67-2916-40cb-b954-3e701fdc3713
rhoda,1,1,24,uuid:a33eb92e-561d-4005-a9d9-499e7949e498
rina,3,1,1,uuid:a33eb92e-561d-4005-a9d9-499e7949e498
sly,3,0,2,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
wilfreda,1,1,44,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
deidre,3,1,20,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
buffy,3,1,18,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
oralie,3,1,16,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
merla,3,1,13,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
charity,3,1,4,uuid:a348c21f-717b-4e5a-9116-ee311a84bd08
th_o,3,0,19,uuid:a3862a45-2efc-4722-943a-b710fdf425a7
th_odore,3,0,14,uuid:a3862a45-2efc-4722-943a-b710fdf425a7
algernon,3,0,3,uuid:a3862a45-2efc-4722-943a-b710fdf425a7
emelina,1,1,36,uuid:a3862a45-2efc-4722-943a-b710fdf425a7
nevil,3,0,10,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
philemon,13,0,5,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
leontyne,1,1,40,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
annice,8,1,29,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
fran,3,1,18,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
chantel,3,1,14,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
lyndsea,13,1,1,uuid:a4ad51bd-d683-4285-b561-8c9cf47b5f1c
tiger,5,0,7,uuid:a5cf4cb4-53dc-4a39-8d07-acd947ad4c74
lareyna,1,1,58,uuid:a5cf4cb4-53dc-4a39-8d07-acd947ad4c74
temperance,3,1,39,uuid:a5cf4cb4-53dc-4a39-8d07-acd947ad4c74
dolly,5,1,12,uuid:a5cf4cb4-53dc-4a39-8d07-acd947ad4c74
reenie,5,1,2,uuid:a5cf4cb4-53dc-4a39-8d07-acd947ad4c74
timothy,3,0,15,uuid:a6a5f97a-8c9e-4664-85e8-fba0cffe8364
wiley,3,0,12,uuid:a6a5f97a-8c9e-4664-85e8-fba0cffe8364
d_sir_,3,0,1,uuid:a6a5f97a-8c9e-4664-85e8-fba0cffe8364
rosy,1,1,34,uuid:a6a5f97a-8c9e-4664-85e8-fba0cffe8364
